string_id	ENGLISH	FR	ITALIAN	GERMAN	SPANISH	RUSSIAN	PORTUGUESE	KOREAN	CHINESE - SIMPLIFIED	CHINESE - TRADITIONAL	JAPANESE	ARABIC	THAI
upgrade_archer_title_2	Penny Pincher	Grippe-sous	Parsimonioso	Penny Pincher	Tacaño	Скряга	Mão de vaca	페니 피쳐	一毛不拔	吝嗇	ペニーピンチャー	بخيل	Penny Pincher
upgrade_archer_desc_2	Refund sale increased.	La vente de remboursement a augmenté.	I rimborsi sulle vendite aumentano.	Erstattung Verkauf erhöht.	Reembolso de la venta incrementado.	Увеличение продажи.	Venda de reembolso aumentada.	환불 증가	出售防御塔获得金币增加	退款數目增加	払い戻し販売が増加しました。	استرداد زيادة البيع	ชำระคืนเพิ่มขึ้น
upgrade_archer_title_3	Energy Boost	Regain d'énergie	Aumenta Energia	Energie steigern	Impulso de Energía	Энергетический ускоритель	Impulso de energia	에너지 증가	精力充沛	活力增加	エナジーブースト	زيادة الطاقة	บูสต์พลัง
upgrade_archer_desc_3	Increased attack speed.	Augmentation de la vitesse d'attaque.	Aumenta le velocità di attacco	Erhöht.	Incrementa la Velocidad de Ataque.	Повышенная скорость атаки.	Velocidade de ataque aumentada	공격 속도 증가됨	增加攻击速度	增加攻擊速度	攻撃速度が向上しました。	زيادة سرعة الهجوم	เพิ่มความเร็วโจมตี
upgrade_dwarf_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_dwarf_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_dwarf_title_2	Penny Pincher	Grippe-sous	Parsimonioso	Penny Pincher	Tacaño	Скряга	Mão de vaca	페니 피쳐	一毛不拔	吝嗇	ペニーピンチャー	بخيل	Penny Pincher
ugprade_dwarf_desc_2	Refund sale increased.	La vente de remboursement a augmenté.	I rimborsi sulle vendite aumentano.	Erstattung Verkauf erhöht.	Reembolso de la venta incrementado.	Увеличение продажи.	Venda de reembolso aumentada.	환불 증가	出售防御塔获得金币增加	退款數目增加	払い戻し販売が増加しました。	استرداد زيادة البيع	ชำระคืนเพิ่มขึ้น
upgrade_dwarf_title_3	Swole	Swole	Continua	Swole	Musculatura	Свол	Crescer	스월	力大无穷	Swole	スウォール	swole	ล่ำบึ้ก
ugprade_dwarf_desc_3	Increased attack damage.	Augmentation des dégâts d'attaque.	Danni dell'attacco aumentati.	Erhöhte Angriff beschädigt werden.	Incrementa el Daño de Ataque.	Увеличенный урон от атак.	Dano de ataque aumentado	공격 데미지 증가됨	增加伤害	增加攻擊損害	攻撃ダメージが増加しました。	زيادة التدمير	เพิ่มพลังโจมตี
upgrade_soldier_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_soldier_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_soldier_title_2	Bigger Blasts!	Blagues plus grandes!	Esplosioni Enormi!	Größere Blasts!	¡Explosiones más Grandes!	Большие взрывы!	Explosões maiores!	더 큰폭발!	怒火爆发！	更大爆破！	大きな爆発！	انفجارات اكبر	เปรี้ยงปร้างขึ้น
upgrade_soldier_desc_2	Increased splash 距离.	Augmentation de la portée des éclaboussures.	Raggio dello spruzzo aumentato.	Erhöhte Splash.	Incrementa el rango de salpicadura.	Увеличенный диапазон всплесков.	Alcançe de splash aumentada.	스플래쉬 범위 증가됨	提高溅射范围	增加噴水範圍	スプラッシュ範囲が拡大されました。	زيادة مدى الرش	เพิ่มระยะกระจาย
upgrade_soldier_title_3	Split Shot	Split Shot	Doppio Colpo	Split Shot	Disparo Dividido	Раскалывающий выстрел	Tiro divido	스플릿 샷	双重射击	分開射擊	スプリットショット	انقسام	กระสุนกระจาย
upgrade_soldier_desc_3	Hits an extra target.	Permet d'atteindre une cible supplémentaire.	Colpisci un bersaglio extra.	Hits ein zusätzliches Ziel.	Golpea a un objetivo extra.	Поражение дополнительной цели.	Atinge um alvo extra.	한 명 더 공격함	增加一个额外攻击目标	射中多一個目標	余分なターゲットにヒットします。	ضرب مزيد من الاهداف	โดนศัตรูเพิ่ม
upgrade_frumpy_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
upgrade_frumpy_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_frumpy_title_2	Penny Pincher	Grippe-sous	Parsimonioso	Penny Pincher	Tacaño	Скряга	Mão de vaca	페니 피쳐	一毛不拔	吝嗇	ペニーピンチャー	بخيل	Penny Pincher
upgrade_frumpy_desc_2	Refund sale increased.	La vente de remboursement a augmenté.	I rimborsi sulle vendite aumentano.	Erstattung Verkauf erhöht.	Reembolso de la venta incrementado.	Увеличение продажи.	Venda de reembolso aumentada.	환불 증가	出售防御塔获得金币增加	退款數目增加	払い戻し販売が増加しました。	استرداد زيادة البيع	ชำระคืนเพิ่มขึ้น
upgrade_frumpy_title_3	Stickier	Gluant	Appiccicoso	Klebriger	Más pegajoso	Более липкий	Pegajoso.	스틱키어	粘人妖精	更黏	スティッキー	لزوجة	เหนียวขึ้น
upgrade_frumpy_desc_3	Increased slow time.	Augmentation du temps lent.	Aumenta il rallentamento.	Erhöhte langsam Zeit.	Incrementa el tiempo de ralentizado.	Увеличенное замедленное время.	Camera lenta melhorada.	느려지는 시간 증가됨.	提高减速时长	增加慢時間	遅い時間が増えました。	زيادة بطئ الوقت	เพิ่มเวลาเชื่องช้า
upgrade_ninja_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_ninja_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_ninja_title_2	Penny Pincher	Grippe-sous	Parsimonioso	Penny Pincher	Tacaño	Скряга	Mão de vaca	페니 피쳐	一毛不拔	吝嗇	ペニーピンチャー	بخيل	Penny Pincher
ugprade_ninja_desc_2	Refund sale increased.	La vente de remboursement a augmenté.	I rimborsi sulle vendite aumentano.	Erstattung Verkauf erhöht.	Reembolso de la venta incrementado.	Увеличение продажи.	Venda de reembolso aumentada.	환불 증가	出售防御塔获得金币增加	退款數目增加	払い戻し販売が増加しました。	استرداد زيادة البيع	ชำระคืนเพิ่มขึ้น
upgrade_ninja_title_3	Energy Boost	Regain d'énergie	Aumenta Energia	Energie steigern	Impulso de Energía	Энергетический ускоритель	Impulso de energia	에너지 증가	精力充沛	活力增加	エナジーブースト	زيادة الطاقة	บูสต์พลัง
ugprade_ninja_desc_3	Increased attack speed.	Augmentation de la vitesse d'attaque.	Aumenta le velocità di attacco	Erhöht.	Incrementa la Velocidad de Ataque.	Повышенная скорость атаки.	Velocidade de ataque aumentada	공격 속도 증가됨	增加攻击速度	增加攻擊速度	攻撃速度が向上しました。	زيادة سرعة الهجوم	เพิ่มความเร็วโจมตี
upgrade_piggy_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_piggy_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_piggy_title_2	Penny Pincher	Grippe-sous	Parsimonioso	Penny Pincher	Tacaño	Скряга	Mão de vaca	페니 피쳐	一毛不拔	吝嗇	ペニーピンチャー	بخيل	Penny Pincher
ugprade_piggy_desc_2	Refund sale increased.	La vente de remboursement a augmenté.	I rimborsi sulle vendite aumentano.	Erstattung Verkauf erhöht.	Reembolso de la venta incrementado.	Увеличение продажи.	Venda de reembolso aumentada.	환불 증가	出售防御塔获得金币增加	退款數目增加	払い戻し販売が増加しました。	استرداد زيادة البيع	ชำระคืนเพิ่มขึ้น
upgrade_piggy_title_3	Stunner	Stunner	Stordire	Schläger	Aturdidor	Более оглушительный	Habilidoso	스턴이	头槌击打	特技員	スタナー	رائع	สตั้นเนอร์
ugprade_piggy_desc_3	Increased stun time.	Augmentation du temps d'étourdissement.	Aumenta il tempo di stordimento	Erhöhte Stun-Zeit.	Incrementa el tiempo de aturdición.	Увеличенное время оглушения.	Tempo de atordoamento aumentado.	스턴 시간 증가됨.	提高眩晕时长	增加特技時間	失速時間が増加しました。	زيادة وقت الصعق	เพิ่มเวลาสตั้น
upgrade_polar_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_polar_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_polar_title_2	Split Shot	Split Shot	Doppio Colpo	Split Shot	Disparo Dividido	Раскалывающий выстрел	Tiro divido	스플릿 샷	双重射击	分開射擊	スプリットショット	انقسام	กระสุนกระจาย
ugprade_polar_desc_2	Hits an extra target.	Permet d'atteindre une cible supplémentaire.	Colpisci un bersaglio extra.	Hits ein zusätzliches Ziel.	Golpea a un objetivo extra.	Поражение дополнительной цели.	Atinge um alvo extra.	한 명 더 공격함	增加一个额外攻击目标	射中多一個目標	余分なターゲットにヒットします。	ضرب مزيد من الاهداف	โดนศัตรูเพิ่ม
upgrade_polar_title_3	Deep Freeze	Congélateur	Congelamento Profondo	Deep Freeze	Congelación Profunda	Глубокая заморозка	Congelamento profundo	얼림이	深井冰	深度凍	ディープフリーズ	تجمد شديد	แช่แข็งเข้มข้น
ugprade_polar_desc_3	Increased freeze time.	Augmentation du temps de congélation.	Aumenta il tempo di congelamento	Erhöhte Zeit einfrieren.	Incrementa el tiempo de congelamiento.	Увеличенное время замораживания.	Tempo de congelamento aumentado.	얼리는 시간 증가됨.	提高冰冻时长	增加急凍時間	フリーズ時間が増加しました。	زيادة وقت التجمد	เพิ่มเวลาแช่แข็ง
upgrade_tennis_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_tennis_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_tennis_title_2	Energy Boost	Regain d'énergie	Aumenta Energia	Energie steigern	Impulso de Energía	Энергетический ускоритель	Impulso de energia	에너지 증가	精力充沛	活力增加	エナジーブースト	زيادة الطاقة	บูสต์พลัง
ugprade_tennis_desc_2	Increased attack speed.	Augmentation de la vitesse d'attaque.	Aumenta le velocità di attacco	Erhöht.	Incrementa la Velocidad de Ataque.	Повышенная скорость атаки.	Velocidade de ataque aumentada	공격 속도 증가됨	增加攻击速度	增加攻擊速度	攻撃速度が向上しました。	زيادة سرعة الهجوم	เพิ่มความเร็วโจมตี
upgrade_tennis_title_3	Split Shot	Split Shot	Doppio Colpo	Split Shot	Disparo Dividido	Раскалывающий выстрел	Tiro divido	스플릿 샷	双重射击	分開射擊	スプリットショット	انقسام	กระสุนกระจาย
ugprade_tennis_desc_3	Hits an extra target.	Permet d'atteindre une cible supplémentaire.	Colpisci un bersaglio extra.	Hits ein zusätzliches Ziel.	Golpea a un objetivo extra.	Поражение дополнительной цели.	Atinge um alvo extra.	한 명 더 공격함	增加一个额外攻击目标	射中多一個目標	余分なターゲットにヒットします。	ضرب مزيد من الاهداف	โดนศัตรูเพิ่ม
upgrade_bee_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_bee_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_bee_title_2	Shatter	Briser	Frantumare	Shatter	Destrozar	Разрушение	Quebra	부심이	破冰者	粉碎	粉砕	تحطيم	แตกสลาย
ugprade_bee_desc_2	Ability to hit frozen targets.	Possibilité de frapper des cibles gelées.	Abilità di colpire gli obiettivi congelati.	Fähigkeit, gefrorene Ziele zu treffen.	Habilidad de golpear blancos congelados.	Возможность бить по замороженным целям.	Habilidade de alcançar alvos congelados	얼린 타겟을 공격할 수 있음	有效对抗被冻结的目标	擊中目標的能力	凍った標的を撃つ能力。	القدرة على ضرب الاهداف المتجمدة	สามารถโจมตีเป้าหมายที่แช่แข็งอยู่
upgrade_bee_title_3	Energy Boost	Regain d'énergie	Aumenta Energia	Energie steigern	Impulso de Energía	Энергетический ускоритель	Impulso de energia	에너지 증가	精力充沛	活力增加	エナジーブースト	زيادة الطاقة	บูสต์พลัง
ugprade_bee_desc_3	Increased attack speed.	Augmentation de la vitesse d'attaque.	Aumenta le velocità di attacco	Erhöht.	Incrementa la Velocidad de Ataque.	Повышенная скорость атаки.	Velocidade de ataque aumentada	공격 속도 증가됨	增加攻击速度	增加攻擊速度	攻撃速度が向上しました。	زيادة سرعة الهجوم	เพิ่มความเร็วโจมตี
upgrade_flame_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_flame_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_flame_title_2	Swole	Swole	Continua	Swole	Musculatura	Свол	Crescer	스월	力大无穷	Swole	スウォール	swole	ล่ำบึ้ก
ugprade_flame_desc_2	Increased attack damage.	Augmentation des dégâts d'attaque.	Danni dell'attacco aumentati.	Erhöhte Angriff beschädigt werden.	Incrementa el Daño de Ataque.	Увеличенный урон от атак.	Dano de ataque aumentado	공격 데미지 증가됨	增加伤害	增加攻擊損害	攻撃ダメージが増加しました。	زيادة التدمير	เพิ่มพลังโจมตี
upgrade_flame_title_3	Slow Burn	 Combustion lente	Combustione lenta	Langsames Verbrennen	 Quemadura lenta	Медленный ожог	Queima lenta	느린 화상	慢火小烹	 慢燒	 低速燃焼	احتراق بطيء	การเผาไหม้ช้า
ugprade_flame_desc_3	Increased burn time.	Augmentation du temps de combustion.	 Aumento del tempo di masterizzazione	Erhöhte Brenndauer	 Mayor tiempo de quemado	 Увеличьте время горения	 Maior tempo de gravação	 화상 시간 증가	提高燃烧时长	 燃燒時間增加	 燃焼時間の増加。	زيادة وقت الحرق	 เพิ่มเวลาเผาไหม้
upgrade_wayno_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_wayno_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_wayno_title_2	Swole	Swole	Continua	Swole	Musculatura	Свол	Crescer	스월	力大无穷	Swole	スウォール	swole	ล่ำบึ้ก
ugprade_wayno_desc_2	Increased attack damage.	Augmentation des dégâts d'attaque.	Danni dell'attacco aumentati.	Erhöhte Angriff beschädigt werden.	Incrementa el Daño de Ataque.	Увеличенный урон от атак.	Dano de ataque aumentado	공격 데미지 증가됨	增加伤害	增加攻擊損害	攻撃ダメージが増加しました。	زيادة التدمير	เพิ่มพลังโจมตี
upgrade_wayno_title_3	Energy Boost	Regain d'énergie	Aumenta Energia	Energie steigern	Impulso de Energía	Энергетический ускоритель	Impulso de energia	에너지 증가	精力充沛	活力增加	エナジーブースト	زيادة الطاقة	บูสต์พลัง
ugprade_wayno_desc_3	Increased attack speed.	Augmentation de la vitesse d'attaque.	Aumenta le velocità di attacco	Erhöht.	Incrementa la Velocidad de Ataque.	Повышенная скорость атаки.	Velocidade de ataque aumentada	공격 속도 증가됨	增加攻击速度	增加攻擊速度	攻撃速度が向上しました。	زيادة سرعة الهجوم	เพิ่มความเร็วโจมตี
upgrade_pult_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_pult_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_pult_title_2	Bigger Blasts!	Blagues plus grandes!	Esplosioni Enormi!	Größere Blasts!	¡Explosiones más Grandes!	Большие взрывы!	Explosões maiores!	더 큰폭발!	怒火爆发！	更大爆破！	大きな爆発！	انفجارات اكبر	เปรี้ยงปร้างขึ้น
ugprade_pult_desc_2	Increased splash 距离.	Augmentation de la portée des éclaboussures.	Raggio dello spruzzo aumentato.	Erhöhte Splash.	Incrementa el rango de salpicadura.	Увеличенный диапазон всплесков.	Alcançe de splash aumentada.	스플래쉬 범위 증가됨	提高溅射范围	增加噴水範圍	スプラッシュ範囲が拡大されました。	زيادة مدى الرش	เพิ่มระยะกระจาย
upgrade_pult_title_3	Swole	Swole	Continua	Swole	Musculatura	Свол	Crescer	스월	力大无穷	Swole	スウォール	swole	ล่ำบึ้ก
ugprade_pult_desc_3	Increased attack damage.	Augmentation des dégâts d'attaque.	Danni dell'attacco aumentati.	Erhöhte Angriff beschädigt werden.	Incrementa el Daño de Ataque.	Увеличенный урон от атак.	Dano de ataque aumentado	공격 데미지 증가됨	增加伤害	增加攻擊損害	攻撃ダメージが増加しました。	زيادة التدمير	เพิ่มพลังโจมตี
upgrade_dayne_title_1	Gold Mine	Mine d'or	Miniera d'Oro	Goldmine	Mina de oro	Золотой рудник	Mina de ouro	골드 마인	亮金矿脉	黃金礦	金鉱	منجم الذهب	เหมืองทอง
ugprade_dayne_desc_1	Increased gold reward.	Récompense aurifère accrue.	Aumenta la ricompensa di oro.	Erhöhte gold belohnen.	Incrementa la recompenza de oro.	Повышенное вознаграждение золотом.	Recompensa de ouro aumentada.	골드 보상을 증가시킴.	提高金币奖励	增加黃金獎賞	金報酬が増えました。	زيادة جوائز الذهب	เพิ่มรางวัลทองที่ได้รับ
upgrade_dayne_title_2	Penny Pincher	Grippe-sous	Parsimonioso	Penny Pincher	Tacaño	Скряга	Mão de vaca	페니 피쳐	一毛不拔	吝嗇	ペニーピンチャー	بخيل	Penny Pincher
ugprade_dayne_desc_2	Refund sale increased.	La vente de remboursement a augmenté.	I rimborsi sulle vendite aumentano.	Erstattung Verkauf erhöht.	Reembolso de la venta incrementado.	Увеличение продажи.	Venda de reembolso aumentada.	환불 증가	出售防御塔获得金币增加	退款數目增加	払い戻し販売が増加しました。	استرداد زيادة البيع	ชำระคืนเพิ่มขึ้น
upgrade_dayne_title_3	Lucky Duck	Canard chanceux	Oca Fortunata	Lucky Duck	Pato afortunado.	Счастливая утка	Pato sortudo	럭키 오리	幸运鸭子	幸運鴨子	ラッキー鴨	بطة محظوظة	เป็ดนำโชค
ugprade_dayne_desc_3	Small chance of laying two eggs in a row.	Petite chance de poser deux oeufs dans une rangée.	Poche probabilità che deponga due uova di fila.	Kleine Wahrscheinlichkeit von über zwei Eier in einer Reihe.	Pequeña oportunidad de poner dos huevos seguidos.	Небольшая вероятность отложить два яйца подряд.	Pequena possibilidade de botar dois ovos seguidos.	두 개의 알을 낳을 수 있는 확률을 줌.	小概率连产两只金蛋	連續下兩個雞蛋的機會很小	2つの卵を横に並べる小さなチャンス。	فرصة ضئيلة لوضع بيضتين	มีโอกาสเล็กน้อยที่จะวางไข่ได้ครั้งละ 2 ฟอง
upgrade_ogre_title_1	Swole	Swole	Continua	Swole	Musculatura	Свол	Crescer	스월	力大无穷	Swole	スウォール	swole	ล่ำบึ้ก
ugprade_ogre_desc_1	Increased attack damage.	Augmentation des dégâts d'attaque.	Danni dell'attacco aumentati.	Erhöhte Angriff beschädigt werden.	Incrementa el Daño de Ataque.	Увеличенный урон от атак.	Dano de ataque aumentado	공격 데미지 증가됨	增加伤害	增加攻擊損害	攻撃ダメージが増加しました。	زيادة التدمير	เพิ่มพลังโจมตี
upgrade_ogre_title_2	Bigger Blasts!	Blagues plus grandes!	Esplosioni Enormi!	Größere Blasts!	¡Explosiones más Grandes!	Большие взрывы!	Explosões maiores!	더 큰폭발!	怒火爆发！	更大爆破！	大きな爆発！	انفجارات اكبر	เปรี้ยงปร้างขึ้น
ugprade_ogre_desc_2	Increased splash 距离.	Augmentation de la portée des éclaboussures.	Raggio dello spruzzo aumentato.	Erhöhte Splash.	Incrementa el rango de salpicadura.	Увеличенный диапазон всплесков.	Alcançe de splash aumentada.	스플래쉬 범위 증가됨	提高溅射范围	增加噴水範圍	スプラッシュ範囲が拡大されました。	زيادة مدى الرش	เพิ่มระยะกระจาย
upgrade_ogre_title_3	Stunner	Stunner	Stordire	Schläger	Aturdidor	Более оглушительный	Habilidoso	스턴이	头槌击打	特技員	スタナー	رائع	สตั้นเนอร์
ugprade_ogre_desc_3	Increased stun time.	Augmentation du temps d'étourdissement.	Aumenta il tempo di stordimento	Erhöhte Stun-Zeit.	Incrementa el tiempo de aturdición.	Увеличенное время оглушения.	Tempo de atordoamento aumentado.	스턴 시간 증가됨.	提高眩晕时长	增加特技時間	失速時間が増加しました。	زيادة وقت الصعق	เพิ่มเวลาสตั้น
upgrade_ice_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_ice_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_ice_title_2	Split Shot	Split Shot	Doppio Colpo	Split Shot	Disparo Dividido	Раскалывающий выстрел	Tiro divido	스플릿 샷	双重射击	分開射擊	スプリットショット	انقسام	กระสุนกระจาย
ugprade_ice_desc_2	Hits an extra target.	Permet d'atteindre une cible supplémentaire.	Colpisci un bersaglio extra.	Hits ein zusätzliches Ziel.	Golpea a un objetivo extra.	Поражение дополнительной цели.	Atinge um alvo extra.	한 명 더 공격함	增加一个额外攻击目标	射中多一個目標	余分なターゲットにヒットします。	ضرب مزيد من الاهداف	โดนศัตรูเพิ่ม
upgrade_ice_title_3	Swole	Swole	Continua	Swole	Musculatura	Свол	Crescer	스월	力大无穷	Swole	スウォール	swole	ล่ำบึ้ก
ugprade_ice_desc_3	Increased attack damage.	Augmentation des dégâts d'attaque.	Danni dell'attacco aumentati.	Erhöhte Angriff beschädigt werden.	Incrementa el Daño de Ataque.	Увеличенный урон от атак.	Dano de ataque aumentado	공격 데미지 증가됨	增加伤害	增加攻擊損害	攻撃ダメージが増加しました。	زيادة التدمير	เพิ่มพลังโจมตี
upgrade_samurai_title_1	Bargain	Bonne affaire	Contratta	Schnäppchen	Regateo	Сделка	Barganhar	바겐	讨价还价	討價	バーゲン	صفقة	ต่อรอง
ugprade_samurai_desc_1	Reduce Purchase and Upgrade cost	Réduction du coût d'achat et de mise à niveau	Riduci gli Acquisti e Incrementa i costi	Reduzieren kaufen und Upgrade-kosten.	Reduce el Costo de la Compra y la Actualización.	Сниженная Стоимость Покупки и Обновления	Reduzir a compra e melhorar custos	사는 비용과 업그레이드 비용을 줄임	降低购买和升级成本	降低采购和升级成本	購入とアップグレードのコストを削減	تقليل الشراء ورفع التكلفة	ลดราคาซื้อและค่าอัพเกรด
upgrade_samurai_title_2	Shatter	Briser	Frantumare	Shatter	Destrozar	Разрушение	Quebra	부심이	破冰者	粉碎	粉砕	تحطيم	แตกสลาย
